Suma Total,Promedio,Desviación,Rango,Mediana,Pares,Impares,Primos,Repetidos,timestamp,ultimo_sorteo
163.88998,27.428343,14.530028,40.87867,26.319885,2.7146764,3.2815223,1.649765,1.0293648,2025-08-19 17:04:53.845468,2095
