CONCURSO,ID,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA,PRIMOS,REPETIDOS,MEDIA
2197,15824712,6,15,38,40,52,56,49,248000000,2008-12-24,0,0,34.5
2196,9071050,3,19,37,46,51,53,11,231000000,2008-12-21,4,2,34.8
2195,8328061,3,12,16,23,47,51,37,218000000,2008-12-17,3,1,25.3
2194,294186,1,2,28,34,46,51,47,202000000,2008-12-14,1,2,27.0
2193,16496350,6,29,44,46,47,51,38,190000000,2008-12-10,2,1,37.2
2192,19933650,8,23,27,32,38,46,24,180000000,2008-12-07,1,1,29.0
2191,1574450,1,8,9,12,28,36,53,170000000,2008-12-03,0,0,15.7
2190,5155550,2,10,14,29,41,49,38,159000000,2008-11-30,3,1,24.2
2189,23101727,11,12,13,14,17,46,34,151000000,2008-11-26,3,2,18.8
2188,11527900,4,17,35,44,46,47,27,141000000,2008-11-23,2,0,32.2
2187,23094248,10,39,42,45,50,56,26,132000000,2008-11-19,0,0,40.3
2186,27021655,14,25,26,27,49,52,41,123000000,2008-11-16,0,2,32.2
2185,16694590,7,8,18,27,33,52,34,116000000,2008-11-12,1,1,24.2
2184,336501,1,3,4,33,43,55,24,107000000,2008-11-09,2,0,23.2
2183,20847341,9,14,25,35,45,52,48,99000000,2008-11-05,0,3,30.0
2182,31716212,25,36,45,47,49,52,18,90000000,2008-11-02,1,1,42.3
2181,17914224,7,18,19,31,41,52,48,84000000,2008-10-29,4,1,28.0
2180,2334234,1,12,21,22,37,52,6,76000000,2008-10-26,1,0,24.2
2179,19468904,8,16,19,27,31,43,28,71000000,2008-10-22,3,1,24.0
2178,16663512,7,8,15,20,28,40,17,64000000,2008-10-19,1,0,19.7
2177,136753,1,2,9,37,38,45,10,58000000,2008-10-15,2,0,22.0
2176,10959582,4,12,20,24,26,30,29,51000000,2008-10-12,0,0,19.3
2175,18038740,7,19,33,37,38,50,40,45000000,2008-10-08,3,1,30.7
2174,2441242,1,13,18,37,39,55,11,38000000,2008-10-05,2,0,27.2
2173,17665065,7,15,19,26,46,49,48,34000000,2008-10-01,2,1,27.0
2172,27286819,15,16,27,28,36,52,2,33000000,2008-09-28,0,1,29.0
2171,24527325,12,14,26,27,30,49,32,32000000,2008-09-24,0,0,26.3
2170,4504107,2,6,29,38,47,54,48,31000000,2008-09-21,3,2,29.3
2169,3909300,2,4,13,17,26,29,44,30000000,2008-09-17,4,0,15.2
2168,12518972,5,7,25,34,41,46,39,50000000,2008-09-14,3,1,26.3
2167,12669958,5,8,18,30,32,33,7,45000000,2008-09-10,1,1,21.0
2166,10923415,4,12,16,18,19,55,50,38000000,2008-09-07,1,0,20.7
2165,8673691,3,15,17,23,38,49,44,34000000,2008-09-03,3,0,24.2
2164,19722205,8,19,24,30,33,47,28,33000000,2008-08-31,2,1,26.8
2163,10203821,4,8,9,10,34,41,53,32000000,2008-08-27,1,0,17.7
2162,26530240,14,16,25,29,51,54,45,31000000,2008-08-24,1,0,31.5
2161,1294101,1,6,20,21,26,41,38,30000000,2008-08-20,1,0,19.2
2160,27383019,15,17,31,40,45,49,46,135000000,2008-08-17,2,0,32.8
2159,23657203,11,16,34,38,48,50,27,125000000,2008-08-13,1,0,32.8
2158,22309459,10,15,23,33,44,53,51,117000000,2008-08-10,2,0,29.7
2157,31468421,24,29,31,42,43,55,51,108000000,2008-08-06,3,0,37.3
2156,23085806,10,36,46,47,51,53,3,97000000,2008-08-03,2,1,40.5
2155,15088790,6,10,14,22,32,54,43,90000000,2008-07-30,0,0,23.0
2154,825531,1,4,21,33,39,53,44,83000000,2008-07-27,1,2,25.2
2153,528224,1,3,18,21,25,29,36,76000000,2008-07-23,2,0,16.2
2152,15238799,6,11,14,24,32,44,21,69000000,2008-07-20,1,0,21.8
2151,12091010,4,36,38,43,45,55,52,62000000,2008-07-16,1,1,36.8
2150,19424140,8,15,28,30,31,45,38,54000000,2008-07-13,1,1,26.2
2149,4806457,2,8,14,16,19,22,43,48000000,2008-07-09,2,2,13.5
2148,19341588,8,14,37,39,41,49,26,40000000,2008-07-06,2,1,31.3
2147,12584405,5,8,11,12,48,56,10,35000000,2008-07-02,2,1,23.3
2146,11526727,4,17,34,47,48,51,31,33000000,2008-06-29,2,1,33.5
2145,10093910,4,7,15,19,43,52,40,32000000,2008-06-25,3,2,23.3
2144,26731744,14,19,21,30,46,52,24,31000000,2008-06-22,1,1,30.3
2143,13546245,5,14,20,29,34,54,55,30000000,2008-06-18,2,2,26.0
2142,7113851,3,5,22,34,40,47,16,0,2008-06-15,3,0,25.2
2141,22043600,10,13,16,27,29,32,24,128000000,2008-06-11,2,0,21.2
2140,23855776,11,19,25,44,50,53,32,117000000,2008-06-08,3,1,33.7
2139,6763210,3,4,12,13,19,28,10,110000000,2008-06-04,3,0,13.2
2138,18394059,7,29,33,37,52,55,10,100000000,2008-06-01,3,1,35.5
2137,31785144,26,29,34,35,39,50,32,92000000,2008-05-28,1,1,35.5
2136,25070726,12,21,31,35,46,55,5,84000000,2008-05-25,1,0,33.3
2135,9245718,3,23,26,41,47,50,48,76000000,2008-05-21,4,2,31.7
2134,21741140,10,11,12,29,47,50,54,68000000,2008-05-18,3,2,26.5
2133,27279610,15,16,25,29,47,52,53,61000000,2008-05-14,2,0,30.7
2132,9381602,3,27,33,34,36,42,22,54000000,2008-05-11,1,0,29.2
2131,28142467,16,19,22,24,29,51,38,48000000,2008-05-07,2,0,26.8
2130,7653210,3,8,12,17,23,32,56,41000000,2008-05-04,3,0,15.8
2129,5652921,2,13,27,33,35,36,19,36000000,2008-04-30,2,0,24.3
2128,19000423,8,12,15,17,43,50,52,34000000,2008-04-27,2,0,24.2
2127,20730144,9,13,24,32,39,55,37,32000000,2008-04-23,1,0,28.7
2126,14031022,5,20,22,25,42,56,15,31000000,2008-04-20,1,1,28.3
2125,20681335,9,13,17,25,37,43,1,30000000,2008-04-16,4,0,24.0
2124,13978310,5,19,23,27,36,51,39,61000000,2008-04-13,3,0,26.8
2123,22106038,10,13,25,35,37,41,42,55000000,2008-04-09,3,0,26.8
2122,24907059,12,18,45,49,50,53,9,46000000,2008-04-06,1,0,37.8
2121,31537933,24,35,37,47,54,55,30,38000000,2008-04-02,2,1,42.0
2120,4397689,2,6,13,35,43,52,16,0,2008-03-30,3,0,25.2
2119,25034205,12,21,22,26,41,50,40,32000000,2008-03-26,1,1,28.7
2118,32186178,30,32,33,40,41,52,3,31000000,2008-03-23,1,0,38.0
2117,21133431,9,17,28,36,45,51,43,30000000,2008-03-19,1,0,31.0
2116,31222360,23,27,29,32,37,48,13,185000000,2008-03-16,3,0,32.7
2115,16786575,7,9,10,38,41,56,37,173000000,2008-03-12,2,0,26.8
2114,9237820,3,23,25,26,33,34,4,161000000,2008-03-09,2,0,24.0
2113,13653858,5,15,21,28,43,50,40,151000000,2008-03-05,2,0,27.0
2112,17896230,7,17,32,33,34,51,38,140000000,2008-03-02,2,0,29.0
2111,19656573,8,18,24,31,39,43,37,131000000,2008-02-27,2,1,27.2
2110,15069762,6,10,12,35,39,53,55,121000000,2008-02-24,1,0,25.8
2109,4982904,2,9,13,37,46,52,26,112000000,2008-02-20,3,0,26.5
2108,30980272,22,26,43,49,53,55,48,102000000,2008-02-17,2,0,41.3
2107,12273252,5,6,19,38,42,44,29,94000000,2008-02-13,2,1,25.7
2106,584286,1,3,27,37,44,52,14,86000000,2008-02-10,2,0,27.3
2105,31457322,24,28,35,40,42,50,25,78000000,2008-02-06,0,0,36.5
2104,20760829,9,13,34,46,54,56,35,69000000,2008-02-03,1,1,35.3
2103,9860002,4,6,13,20,21,47,53,62000000,2008-01-30,2,1,18.5
2102,3760313,2,3,32,40,43,47,11,53000000,2008-01-27,4,0,27.8
2101,30005834,19,27,29,35,37,44,24,47000000,2008-01-23,3,1,31.8
2100,24205223,11,28,29,31,49,54,19,43000000,2008-01-20,3,0,33.7
2099,19502541,8,16,24,42,46,50,28,39000000,2008-01-16,0,1,31.0
2098,16454632,6,27,37,41,50,53,18,35000000,2008-01-13,3,2,35.7
2097,21715796,9,37,38,42,50,56,6,32000000,2008-01-09,1,0,38.7
2096,953873,1,5,10,13,31,54,46,30000000,2008-01-06,3,2,19.0
2095,22601047,10,19,20,23,31,44,38,89000000,2008-01-02,3,0,24.5
2094,27392729,15,17,38,41,46,54,21,79000000,2007-12-30,2,0,35.2
2093,10549657,4,9,27,31,33,40,45,73000000,2007-12-26,1,1,24.0
2092,20321914,9,10,24,32,35,55,34,64000000,2007-12-23,0,0,27.5
2091,16741254,7,8,26,27,53,56,20,57000000,2007-12-19,2,1,29.5
2090,28632692,17,18,19,24,37,53,50,54000000,2007-12-16,4,1,28.0
2089,22473479,10,17,21,50,54,56,37,50000000,2007-12-12,1,0,34.7
2088,16362487,6,24,31,36,43,51,21,44000000,2007-12-09,2,0,31.8
2087,5611497,2,13,19,37,38,47,20,26000000,2007-12-05,5,1,26.0
2086,808979,1,4,19,25,32,50,44,18000000,2007-12-02,1,0,21.8
